x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	x16	x17	x18	x19	x20	x21	x22	x23	y
STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	25 ℃	DCM	0.167M	1:1.0	NIS_TfOH	70
STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	25 ℃	DCM	0.167M	1:1.0	NIS_TfOH	61
STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	25 ℃	DCM	0.167M	1:1.0	NIS_TfOH	75
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	25 ℃	DCM	0.167M	1:1.0	NIS_TfOH	77
STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM	0.167M	1:1.0	NIS_TfOH	88
STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM	0.167M	1:1.0	NIS_TfOH	18
STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM	0.167M	1:1.0	NIS_TfOH	35
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM	0.167M	1:1.0	NIS_TfOH	73
STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM	0.167M	1:1.0	NIS_TfOH	78
STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM	0.167M	1:1.0	NIS_TfOH	25
STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM	0.167M	1:1.0	NIS_TfOH	70
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM	0.167M	1:1.0	NIS_TfOH	66
STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM	0.167M	1:1.0	NIS_TfOH	88
STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	THF	0.167M	1:1.0	NIS_TfOH	63
STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	THF	0.167M	1:1.0	NIS_TfOH	35
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	THF	0.167M	1:1.0	NIS_TfOH	64
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-20 ℃	DCM	0.167M	1:1.0	NIS_TfOH	77
																							x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	x16	x17	x18	x19	x20	x21	x22	x23	y2
DCM	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	-	-	-	-	-	-	1_OH	primary	100	62
DCM	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	-	-	-	-	-	-	1_OH	primary	100	82
DCM	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	OBn	17000	-	-	-	-	-	-	1_OH	tertiary	80	87
DCM	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	-	-	-	-	-	-	1_OH	primary	100	93
DCM	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	-	-	-	-	-	-	1_OH	primary	100	38
DCM	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	-	-	-	-	-	-	1_OH	Secondary	1.36	69
DCM	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	-	-	-	-	-	-	1_OH	Secondary	1.36	84
DCM	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	-	-	-	-	-	-	1_OH	Secondary	1.36	72
DCM	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	-	-	-	-	-	-	1_OH	Secondary	1.36	64
DCM	0.167M	1:1.5	NIS_TfOH	-20 ℃	STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	-	-	-	-	-	-	1_OH	primary	100	38
DCM	0.167M	1:1.5	NIS_TfOH	-20 ℃	STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	-	-	-	-	-	-	1_OH	primary	100	69
DCM	0.167M	1:1.5	NIS_TfOH	-20 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	OBn	17000	-	-	-	-	-	-	1_OH	tertiary	80	78
DCM	0.167M	1:1.5	NIS_TfOH	-20 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	-	-	-	-	-	-	1_OH	primary	100	91
DCM	0.167M	1:1.5	NIS_TfOH	-20 ℃	STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	-	-	-	-	-	-	1_OH	primary	100	24
DCM	0.167M	1:1.5	NIS_TfOH	-20 ℃	STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	-	-	-	-	-	-	1_OH	Secondary	1.36	67
DCM	0.167M	1:1.5	NIS_TfOH	-20 ℃	STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	-	-	-	-	-	-	1_OH	Secondary	1.36	84
DCM	0.167M	1:1.5	NIS_TfOH	-20 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	-	-	-	-	-	-	1_OH	Secondary	1.36	92
DCM	0.167M	1:1.5	NIS_TfOH	-20 ℃	STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	-	-	-	-	-	-	1_OH	Secondary	1.36	53
DCM	0.167M	1:1.5	NIS_TfOH	0 ℃	STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	-	-	-	-	-	-	1_OH	primary	100	7
DCM	0.167M	1:1.5	NIS_TfOH	0 ℃	STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	-	-	-	-	-	-	1_OH	primary	100	70
DCM	0.167M	1:1.5	NIS_TfOH	0 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	OBn	17000	-	-	-	-	-	-	1_OH	tertiary	80	38
DCM	0.167M	1:1.5	NIS_TfOH	0 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	-	-	-	-	-	-	1_OH	primary	100	80
DCM	0.167M	1:1.5	NIS_TfOH	0 ℃	STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	-	-	-	-	-	-	1_OH	primary	100	19
DCM	0.167M	1:1.5	NIS_TfOH	0 ℃	STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	-	-	-	-	-	-	1_OH	Secondary	1.36	57
DCM	0.167M	1:1.5	NIS_TfOH	0 ℃	STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	-	-	-	-	-	-	1_OH	Secondary	1.36	Trace
DCM	0.167M	1:1.5	NIS_TfOH	0 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	-	-	-	-	-	-	1_OH	Secondary	1.36	55
DCM	0.167M	1:1.5	NIS_TfOH	0 ℃	STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	-	-	-	-	-	-	1_OH	Secondary	1.36	52
DCM	0.167M	1:1.5	NIS_TfOH	25 ℃	STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	-	-	-	-	-	-	1_OH	primary	100	Trace
DCM	0.167M	1:1.5	NIS_TfOH	25 ℃	STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	-	-	-	-	-	-	1_OH	primary	100	97
DCM	0.167M	1:1.5	NIS_TfOH	25 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	OBn	17000	-	-	-	-	-	-	1_OH	tertiary	80	92
DCM	0.167M	1:1.5	NIS_TfOH	25 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	-	-	-	-	-	-	1_OH	primary	100	92
DCM	0.167M	1:1.5	NIS_TfOH	25 ℃	STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	-	-	-	-	-	-	1_OH	primary	100	Trace
DCM	0.167M	1:1.5	NIS_TfOH	25 ℃	STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	-	-	-	-	-	-	1_OH	Secondary	1.36	Trace
DCM	0.167M	1:1.5	NIS_TfOH	25 ℃	STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	-	-	-	-	-	-	1_OH	Secondary	1.36	Trace
DCM	0.167M	1:1.5	NIS_TfOH	25 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	-	-	-	-	-	-	1_OH	Secondary	1.36	46
DCM	0.167M	1:1.5	NIS_TfOH	25 ℃	STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	-	-	-	-	-	-	1_OH	Secondary	1.36	20
THF	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	-	-	-	-	-	-	1_OH	primary	100	44
THF	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	-	-	-	-	-	-	1_OH	primary	100	92
THF	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	OBn	17000	-	-	-	-	-	-	1_OH	tertiary	80	89
THF	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	-	-	-	-	-	-	1_OH	primary	100	41
THF	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	-	-	-	-	-	-	1_OH	primary	100	39
THF	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	-	-	-	-	-	-	1_OH	Secondary	1.36	18
THF	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	-	-	-	-	-	-	1_OH	Secondary	1.36	No Reaction
THF	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	-	-	-	-	-	-	1_OH	Secondary	1.36	68
THF	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	-	-	-	-	-	-	1_OH	Secondary	1.36	18
Toluene	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	-	-	-	-	-	-	1_OH	primary	100	54
Toluene	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	-	-	-	-	-	-	1_OH	primary	100	82
Toluene	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	OBn	17000	-	-	-	-	-	-	1_OH	tertiary	80	90
Toluene	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	-	-	-	-	-	-	1_OH	primary	100	75
Toluene	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	-	-	-	-	-	-	1_OH	primary	100	21
Toluene	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	-	-	-	-	-	-	1_OH	Secondary	1.36	36
Toluene	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	-	-	-	-	-	-	1_OH	Secondary	1.36	73
Toluene	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	-	-	-	-	-	-	1_OH	Secondary	1.36	78
Toluene	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	-	-	-	-	-	-	1_OH	Secondary	1.36	48
DCM/ACN	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	-	-	-	-	-	-	1_OH	primary	100	58
DCM/ACN	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	-	-	-	-	-	-	1_OH	primary	100	85
DCM/ACN	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	OBn	17000	-	-	-	-	-	-	1_OH	tertiary	80	93
DCM/ACN	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	-	-	-	-	-	-	1_OH	primary	100	84
DCM/ACN	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	-	-	-	-	-	-	1_OH	primary	100	33
DCM/ACN	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	-	-	-	-	-	-	1_OH	Secondary	1.36	21
DCM/ACN	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	-	-	-	-	-	-	1_OH	Secondary	1.36	80
DCM/ACN	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	-	-	-	-	-	-	1_OH	Secondary	1.36	59
DCM/ACN	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	-	-	-	-	-	-	1_OH	Secondary	1.36	31
DCM/DMF	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	-	-	-	-	-	-	1_OH	primary	100	No Reaction
DCM/DMF	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	-	-	-	-	-	-	1_OH	primary	100	Trace
DCM/DMF	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	OBn	17000	-	-	-	-	-	-	1_OH	tertiary	80	No Reaction
DCM/DMF	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	-	-	-	-	-	-	1_OH	primary	100	63
DCM/DMF	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	-	-	-	-	-	-	1_OH	primary	100	58
DCM/DMF	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	-	-	-	-	-	-	1_OH	Secondary	1.36	No Reaction
DCM/DMF	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	-	-	-	-	-	-	1_OH	Secondary	1.36	No Reaction
DCM/DMF	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	-	-	-	-	-	-	1_OH	Secondary	1.36	No Reaction
DCM/DMF	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	-	-	-	-	-	-	1_OH	Secondary	1.36	No Reaction
DCM/p-Dioxane	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	-	-	-	-	-	-	1_OH	primary	100	No Reaction
DCM/p-Dioxane	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	-	-	-	-	-	-	1_OH	primary	100	30
DCM/p-Dioxane	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	OBn	17000	-	-	-	-	-	-	1_OH	tertiary	80	72
DCM/p-Dioxane	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	-	-	-	-	-	-	1_OH	primary	100	46
DCM/p-Dioxane	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	-	-	-	-	-	-	1_OH	primary	100	46
DCM/p-Dioxane	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	-	-	-	-	-	-	1_OH	Secondary	1.36	39
DCM/p-Dioxane	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	-	-	-	-	-	-	1_OH	Secondary	1.36	80
DCM/p-Dioxane	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	-	-	-	-	-	-	1_OH	Secondary	1.36	67
DCM/p-Dioxane	0.167M	1:1.5	NIS_TfOH	-40 ℃	STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	-	-	-	-	-	-	1_OH	Secondary	1.36	No Reaction
DCM	0.308M	1:1.5	NIS_TfOH	-40 ℃	STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	-	-	-	-	-	-	1_OH	primary	100	33
DCM	0.308M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	-	-	-	-	-	-	1_OH	primary	100	60
DCM	0.308M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	OBn	17000	-	-	-	-	-	-	1_OH	tertiary	80	75
DCM	0.308M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	-	-	-	-	-	-	1_OH	primary	100	76
DCM	0.308M	1:1.5	NIS_TfOH	-40 ℃	STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	-	-	-	-	-	-	1_OH	primary	100	No Reaction
DCM	0.308M	1:1.5	NIS_TfOH	-40 ℃	STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	-	-	-	-	-	-	1_OH	Secondary	1.36	20
DCM	0.308M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	-	-	-	-	-	-	1_OH	Secondary	1.36	73
DCM	0.308M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	-	-	-	-	-	-	1_OH	Secondary	1.36	94
DCM	0.308M	1:1.5	NIS_TfOH	-40 ℃	STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	-	-	-	-	-	-	1_OH	Secondary	1.36	66
DCM	0.051M	1:1.5	NIS_TfOH	-40 ℃	STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	-	-	-	-	-	-	1_OH	primary	100	64
DCM	0.051M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	-	-	-	-	-	-	1_OH	primary	100	88
DCM	0.051M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	OBn	17000	-	-	-	-	-	-	1_OH	tertiary	80	96
DCM	0.051M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	-	-	-	-	-	-	1_OH	primary	100	81
DCM	0.051M	1:1.5	NIS_TfOH	-40 ℃	STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	-	-	-	-	-	-	1_OH	primary	100	60
DCM	0.051M	1:1.5	NIS_TfOH	-40 ℃	STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	-	-	-	-	-	-	1_OH	Secondary	1.36	60
DCM	0.051M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	-	-	-	-	-	-	1_OH	Secondary	1.36	77
DCM	0.051M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	-	-	-	-	-	-	1_OH	Secondary	1.36	78
DCM	0.051M	1:1.5	NIS_TfOH	-40 ℃	STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	-	-	-	-	-	-	1_OH	Secondary	1.36	68
DCM	0.036M	1:1.5	NIS_TfOH	-40 ℃	STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	-	-	-	-	-	-	1_OH	primary	100	74
DCM	0.036M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	-	-	-	-	-	-	1_OH	primary	100	32
DCM	0.036M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	OBn	17000	-	-	-	-	-	-	1_OH	tertiary	80	61
DCM	0.036M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	-	-	-	-	-	-	1_OH	primary	100	96
DCM	0.036M	1:1.5	NIS_TfOH	-40 ℃	STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	-	-	-	-	-	-	1_OH	primary	100	56
DCM	0.036M	1:1.5	NIS_TfOH	-40 ℃	STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	-	-	-	-	-	-	1_OH	Secondary	1.36	88
DCM	0.036M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	-	-	-	-	-	-	1_OH	Secondary	1.36	90
DCM	0.036M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	-	-	-	-	-	-	1_OH	Secondary	1.36	93
DCM	0.036M	1:1.5	NIS_TfOH	-40 ℃	STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	-	-	-	-	-	-	1_OH	Secondary	1.36	74
DCM	0.018M	1:1.5	NIS_TfOH	-40 ℃	STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	-	-	-	-	-	-	1_OH	primary	100	87
DCM	0.018M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	-	-	-	-	-	-	1_OH	primary	100	20
DCM	0.018M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	OBn	17000	-	-	-	-	-	-	1_OH	tertiary	80	70
DCM	0.018M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	-	-	-	-	-	-	1_OH	primary	100	72
DCM	0.018M	1:1.5	NIS_TfOH	-40 ℃	STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	-	-	-	-	-	-	1_OH	primary	100	60
DCM	0.018M	1:1.5	NIS_TfOH	-40 ℃	STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	-	-	-	-	-	-	1_OH	Secondary	1.36	55
DCM	0.018M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	-	-	-	-	-	-	1_OH	Secondary	1.36	90
DCM	0.018M	1:1.5	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	-	-	-	-	-	-	1_OH	Secondary	1.36	97
DCM	0.018M	1:1.5	NIS_TfOH	-40 ℃	STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	-	-	-	-	-	-	1_OH	Secondary	1.36	60
DCM	0.167M	1:0.66	NIS_TfOH	-40 ℃	STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	-	-	-	-	-	-	1_OH	primary	100	30
DCM	0.167M	1:0.66	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	-	-	-	-	-	-	1_OH	primary	100	52
DCM	0.167M	1:0.66	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	-	-	-	-	-	-	1_OH	primary	100	50
DCM	0.167M	1:0.66	NIS_TfOH	-40 ℃	STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	-	-	-	-	-	-	1_OH	primary	100	66
DCM	0.167M	1:0.66	NIS_TfOH	-40 ℃	STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	-	-	-	-	-	-	1_OH	Secondary	1.36	35
DCM	0.167M	1:0.66	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	-	-	-	-	-	-	1_OH	Secondary	1.36	68
DCM	0.167M	1:0.66	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	-	-	-	-	-	-	1_OH	Secondary	1.36	53
DCM	0.167M	1:0.66	NIS_TfOH	-40 ℃	STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	-	-	-	-	-	-	1_OH	Secondary	1.36	37
DCM	0.167M	1:0.66	NIS_TfOH	-40 ℃	STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	3.51	83
DCM	0.167M	1:0.66	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	3.51	78
DCM	0.167M	1:0.66	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	3.51	65
DCM	0.167M	1:0.66	NIS_TfOH	-40 ℃	STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	3.51	80
DCM	0.167M	1:0.66	NIS_TfOH	-40 ℃	STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	75
DCM	0.167M	1:0.66	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	75
DCM	0.167M	1:0.66	NIS_TfOH	-40 ℃	STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	66
DCM	0.167M	1:0.66	NIS_TfOH	-40 ℃	STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	71
